pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0,0.7365474,1.3e-06,-1.4e-06,0.0,0.01544,5e-05,-5e-05,0.0,1.875,0.029,-0.029,0.0,0.167,0.003,-0.003,0.0,7.99,0.32,-0.33,0.0,0.02514,0.00101,-0.00104,0.0,Mass,0.05,0.03,-0.03,0.0,2657.83,,,0.0,1958.0,15.0,-15.0,0.0,0,G8 V,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,[Fe/H],4.43,0.02,-0.02,0.0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523
61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,4.215,0.0006,-0.0006,0.0,0.050201,5e-06,-5e-06,0.0,2.11,,,0.0,0.188,,,0.0,5.1,0.5,-0.5,0.0,0.016,0.002,-0.002,0.0,Msini,0.12,0.11,-0.11,0.0,,,,,,,,,0,G5 V,5577.0,33.0,-33.0,0.0,0.96,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,-0.01,,,0.0,[Fe/H],4.34,0.03,-0.03,0.0,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701
BD+20 594 b,BD+20 594,1,1,Transit,2016,K2,0,41.6855,0.003,-0.003,0.0,0.241,0.019,-0.017,0.0,2.578,0.112,-0.112,0.0,0.23,0.01,-0.01,0.0,22.2481,9.5349,-9.5349,0.0,0.07,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,546.0,19.0,-18.0,0.0,0,G,5766.0,99.0,-99.0,0.0,1.08,0.06,-0.06,0.0,1.67,0.4,-0.4,0.0,-0.15,,,0.0,[Fe/H],4.5,0.08,-0.08,0.0,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461,1.257,-1.24,10.849,0.012,-0.012,9.368,0.018,-0.018,10.8644,0.000249,-0.000249
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,1,3.8728,0.0004,-0.0004,0.0,0.0428,0.0007,-0.0007,0.0,2.85,,,0.0,0.254,,,0.0,8.5,1.3,-1.3,0.0,0.027,0.004,-0.004,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K7/M0 V,4324.0,100.0,-100.0,0.0,0.69,0.06,-0.07,0.0,0.7,,,0.0,-0.14,0.17,-0.17,0.0,[Fe/H],4.74,0.02,-0.02,0.0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,0.022,-0.0218,9.7,0.03,-0.03,6.305,0.018,-0.018,9.10677,0.000602,-0.000602
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,5.6,0.02,-0.02,0.0,0.06,0.0,0.0,0.0,3.61,,,0.0,0.322,,,0.0,12.7132,3.1783,-3.1783,0.0,0.04,0.01,-0.01,0.0,Msini,0.15,0.15,-0.15,0.0,,,,,,,,,0,K3 V,4816.0,114.0,-114.0,0.0,0.71,0.04,-0.04,0.0,0.5,0.26,-0.26,0.0,-0.06,,,0.0,[Fe/H],4.43,0.22,-0.22,0.0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,0.0685,-0.0682,9.86,0.03,-0.03,7.323,0.021,-0.021,9.50331,0.000418,-0.000418
CoRoT-24 b,CoRoT-24,1,2,Transit,2014,CoRoT,0,5.1134,0.0006,-0.0006,0.0,0.056,0.002,-0.002,0.0,3.7,0.4,-0.4,0.0,0.33,0.04,-0.04,0.0,5.7,,,1.0,0.018,,,1.0,Mass,0.0,,,0.0,,,,,1070.0,140.0,-140.0,0.0,0,K1 V,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.000631,-0.000631
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0,0.85359163,1e-08,-1e-08,0.0,0.017016,0.00017,-3.6e-05,0.0,1.681,0.112,-0.112,0.0,0.15,0.01,-0.01,0.0,4.07661,1.01982,-1.01982,0.0,0.01283,0.00321,-0.00321,0.0,Mass,0.0,,,0.0,,,,,1756.0,27.0,-27.0,0.0,0,G9 V,5275.0,75.0,-75.0,0.0,0.83,0.04,-0.04,0.0,0.82,0.17,-0.17,0.0,0.05,,,0.0,[Fe/H],4.5,0.1,-0.1,0.0,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,0.917,-0.906,11.728,0.027,-0.027,9.806,0.021,-0.021,11.5239,0.000462,-0.000462
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,CoRoT,0,3.698,0.003,-0.003,0.0,0.046,,,0.0,2.83,,,0.0,0.253,,,0.0,8.4,0.9,-0.9,0.0,0.02643,0.00283,-0.00283,0.0,Mass,0.0,,,0.0,,,,,,,,,0,G9 V,5256.0,91.33,-130.85,0.0,0.86,0.05,-0.04,0.0,0.9,0.12,-0.1,0.0,0.06,0.1,-0.1,0.0,[M/H],4.52,0.08,-0.08,0.0,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,0.917,-0.906,11.728,0.027,-0.027,9.806,0.021,-0.021,11.5239,0.000462,-0.000462
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,6.584,0.003,-0.002,0.0,0.0733,0.0006,-0.0007,0.0,3.06,,,0.0,0.273,,,0.0,9.6,0.53,-1.58,0.0,0.0302,0.00167,-0.00497,0.0,Msini,0.057,,,1.0,,,,,1239.0,,,0.0,0,F8 V,6196.0,29.0,-29.0,0.0,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0,,,,,,4.41,0.21,-0.21,0.0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,2.882,0.001,-0.001,0.0,0.0422,0.0004,-0.0003,0.0,1.65,,,0.0,0.147,,,0.0,3.35,0.38,-0.34,0.0,0.01054,0.0012,-0.00107,0.0,Msini,0.07,,,1.0,,,,,1632.0,,,0.0,0,F8 V,6196.0,29.0,-29.0,0.0,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0,,,,,,4.41,0.21,-0.21,0.0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,0,5.516,0.002,-0.004,0.0,0.0651,0.0005,-0.0005,0.0,1.86,,,0.0,0.166,,,0.0,4.13,0.66,-1.14,0.0,0.01299,0.00208,-0.00359,0.0,Msini,0.07,,,1.0,,,,,1314.0,,,0.0,0,F8 V,6196.0,29.0,-29.0,0.0,1.26,0.02,-0.02,0.0,1.21,0.03,-0.03,0.0,,,,,,4.41,0.21,-0.21,0.0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,0.1782,-0.1773,7.98,0.03,-0.03,6.69,0.024,-0.024,7.85032,0.00029,-0.00029
EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,K2,0,13.603,0.0013,-0.0013,0.0,0.098,0.004,-0.004,0.0,2.586,0.126,-0.126,0.0,0.231,0.011,-0.011,0.0,7.2,,,0.0,0.0227,,,0.0,M-R relationship,0.2,0.2,-0.2,0.0,,,,,536.0,18.0,-18.0,0.0,0,K3,4684.0,79.0,-79.0,0.0,0.67,0.02,-0.02,0.0,0.69,0.04,-0.04,0.0,-0.137,0.127,-0.127,0.0,[Fe/H],4.62,0.02,-0.02,0.0,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.25,4.743,-4.615,14.81,0.137,-0.137,12.16,0.024,-0.024,14.4776,0.000386,-0.000386
EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,K2,0,65.55,0.0089,-0.0089,0.0,0.28,0.006,-0.006,0.0,2.69,0.146,-0.146,0.0,0.24,0.013,-0.013,0.0,7.7,,,0.0,0.0242,,,0.0,M-R relationship,0.2,0.2,-0.2,0.0,,,,,316.0,10.0,-10.0,0.0,0,K3,4684.0,79.0,-79.0,0.0,0.67,0.02,-0.02,0.0,0.69,0.04,-0.04,0.0,-0.137,0.127,-0.127,0.0,[Fe/H],4.62,0.02,-0.02,0.0,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.25,4.743,-4.615,14.81,0.137,-0.137,12.16,0.024,-0.024,14.4776,0.000386,-0.000386
EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,K2,0,0.571212,3.8e-05,-3.8e-05,0.0,0.01312,0.00014,-0.00014,0.0,1.6,0.1,-0.1,0.0,0.143,0.009,-0.009,0.0,7.72,0.8,-0.79,0.0,0.02429,0.00252,-0.00249,0.0,Mass,0.0,,,0.0,4293.0,483.0,-483.0,0.0,2119.0,41.0,-41.0,0.0,0,G5 V,5613.0,39.0,-39.0,0.0,0.95,0.05,-0.05,0.0,0.93,0.01,-0.01,0.0,0.01,0.01,-0.01,0.0,[Fe/H],4.6,0.07,-0.07,0.0,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,3.044,-2.972,12.101,0.031,-0.031,10.344,0.021,-0.021,11.9535,0.00022,-0.00022
EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,K2,0,13.334615,0.0001,-0.0001,0.0,0.1091,0.0014,-0.0015,0.0,2.2,0.2,-0.2,0.0,0.196,0.018,-0.018,0.0,5.8,3.3,-3.0,0.0,0.01825,0.01038,-0.00944,0.0,Mass,0.18,0.15,-0.12,0.0,64.0,7.0,-7.0,0.0,741.0,14.0,-14.0,0.0,0,G5 V,5613.0,39.0,-39.0,0.0,0.95,0.05,-0.05,0.0,0.93,0.01,-0.01,0.0,0.01,0.01,-0.01,0.0,[Fe/H],4.6,0.07,-0.07,0.0,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,3.044,-2.972,12.101,0.031,-0.031,10.344,0.021,-0.021,11.9535,0.00022,-0.00022
EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,K2,0,3.5951,0.0003,-0.0003,0.0,0.047,0.005,-0.007,0.0,1.95,0.09,-0.08,0.0,0.174,0.008,-0.007,0.0,8.75,1.09,-1.08,0.0,0.02753,0.00343,-0.0034,0.0,Mass,0.06,0.08,-0.04,0.0,1037.0,482.0,-207.0,0.0,1616.0,149.0,-79.0,0.0,0,G8 IV/V,5430.0,85.0,-85.0,0.0,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0,0.2,0.05,-0.05,0.0,[Fe/H],3.99,0.03,-0.03,0.0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,K2,0,15.624,0.001,-0.001,0.0,0.13,0.01,-0.02,0.0,3.67,0.17,-0.14,0.0,0.327,0.015,-0.012,0.0,14.67,1.84,-1.89,0.0,0.04616,0.00579,-0.00595,0.0,Mass,0.07,0.08,-0.05,0.0,160.0,68.0,-29.0,0.0,990.0,92.0,-49.0,0.0,0,G8 IV/V,5430.0,85.0,-85.0,0.0,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0,0.2,0.05,-0.05,0.0,[Fe/H],3.99,0.03,-0.03,0.0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,K2,0,35.747,0.005,-0.005,0.0,0.22,0.02,-0.04,0.0,3.94,0.13,-0.12,0.0,0.352,0.012,-0.011,0.0,10.18,2.46,-2.42,0.0,0.03203,0.00774,-0.00761,0.0,Mass,0.15,0.21,-0.11,0.0,53.0,23.0,-10.0,0.0,752.0,69.0,-37.0,0.0,0,G8 IV/V,5430.0,85.0,-85.0,0.0,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0.0,0.2,0.05,-0.05,0.0,[Fe/H],3.99,0.03,-0.03,0.0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495
GJ 143 b,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,35.61253,0.0006,-0.00062,0.0,0.1915,0.0058,-0.0063,0.0,2.61,0.17,-0.16,0.0,0.233,0.015,-0.014,0.0,22.7,2.2,-1.9,0.0,0.07142,0.00692,-0.00598,0.0,Mass,0.188,0.076,-0.078,0.0,5.62,,,0.0,422.0,15.0,-14.0,0.0,0,K4.5,4640.0,100.0,-100.0,0.0,0.7,0.03,-0.03,0.0,0.73,0.07,-0.07,0.0,0.003,0.06,-0.06,0.0,[Fe/H],4.61,0.05,-0.06,0.0,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,16.32,0.0071,-0.0071,8.08,0.03,-0.03,5.375,0.024,-0.024,7.67906,0.00026,-0.00026
GJ 3222 b,GJ 3222,1,1,Radial Velocity,2022,Multiple Observatories,0,10.6666864,0.00284829,-0.00231129,0.0,0.091179,0.003764,-0.004053,0.0,3.45,,,0.0,0.308,,,0.0,11.73969,3.02215,-2.30301,0.0,0.03694,0.00951,-0.00725,0.0,Msini,0.929006,0.042176,-0.079565,0.0,,,,,,,,,0,K0V,5257.46,,,0.0,0.93,,,0.0,0.89,0.11,-0.11,0.0,0.16,0.06,-0.06,0.0,[M/H],4.43,,,0.0,03h23m35.34s,50.8972464,-40d04m34.44s,-40.0762325,18.23817,,,6.9,0.03,-0.03,4.767,0.016,-0.016,,,
GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,W. M. Keck Observatory,0,50.8,0.1,-0.26,0.0,0.2324,0.0092,-0.0099,0.0,2.63,1.22,-0.85,0.0,0.235,0.109,-0.076,0.0,7.6,2.44,-2.19,0.0,0.02391,0.00768,-0.00689,0.0,Msini,0.45,0.19,-0.22,0.0,,,,,309.0,34.0,-34.0,0.0,0,K7 V,4120.0,109.0,-109.0,0.0,0.68,0.14,-0.14,0.0,0.65,0.08,-0.08,0.0,0.24,0.1,-0.1,0.0,[Fe/H],4.65,0.04,-0.04,0.0,11h11m05.88s,167.7745044,+30d26m42.61s,30.4451688,11.8893,0.0067,-0.0067,8.31,0.03,-0.03,4.979,0.018,-0.018,7.72808,0.000672,-0.000672
GJ 9827 d,GJ 9827,1,3,Transit,2017,K2,0,6.2014698,6.26e-05,-6.11e-05,0.0,0.05591,0.00059,-0.00041,0.0,2.022,0.046,-0.043,0.0,0.18,0.004,-0.004,0.0,4.04,0.82,-0.84,0.0,0.01271,0.00258,-0.00264,0.0,Mass,0.0,,,0.0,29.0,5.0,-3.0,0.0,605.0,21.0,-18.0,0.0,0,K6 V,4340.0,40.0,-53.0,0.0,0.6,0.01,0.0,0.0,0.61,0.02,-0.01,0.0,-0.26,0.09,-0.09,0.0,[m/H],4.66,0.02,-0.01,0.0,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411
HD 10180 c,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,0,5.75969,0.00028,-0.00028,0.0,0.06412,0.00101,-0.00101,0.0,3.68,,,0.0,0.328,,,0.0,13.1,0.54,-0.54,0.0,0.04122,0.0017,-0.0017,0.0,Msin(i)/sin(i),0.073,0.031,-0.031,0.0,,,,,,,,,0,G1 V,5911.0,19.0,-19.0,0.0,1.11,0.04,-0.04,0.0,1.06,0.05,-0.05,0.0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,0.0387,-0.0386,7.33,0.03,-0.03,5.868,0.018,-0.018,7.17261,0.000183,-0.000183
HD 10180 d,HD 10180,1,6,Radial Velocity,2010,La Silla Observatory,0,16.357,0.0038,-0.0038,0.0,0.12859,0.00202,-0.00202,0.0,3.45,,,0.0,0.308,,,0.0,11.75,0.65,-0.65,0.0,0.03697,0.00205,-0.00205,0.0,Msin(i)/sin(i),0.131,0.052,-0.052,0.0,,,,,,,,,0,G1 V,5911.0,19.0,-19.0,0.0,1.11,0.04,-0.04,0.0,1.06,0.05,-0.05,0.0,0.08,0.01,-0.01,0.0,[Fe/H],4.39,0.03,-0.03,0.0,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,0.0387,-0.0386,7.33,0.03,-0.03,5.868,0.018,-0.018,7.17261,0.000183,-0.000183
HD 103949 b,HD 103949,1,1,Radial Velocity,2019,Las Campanas Observatory,0,120.878,0.446,-0.446,0.0,0.439,0.009,-0.009,0.0,3.35,,,0.0,0.299,,,0.0,11.2,2.3,-2.3,0.0,0.03524,0.00724,-0.00724,0.0,Msini,0.19,0.12,-0.12,0.0,,,,,,,,,0,K3 V,4792.0,66.0,-54.0,0.0,0.75,0.02,-0.02,0.0,0.77,0.04,-0.04,0.0,-0.07,0.031,-0.031,0.0,[M/H],4.59,0.09,-0.1,0.0,11h58m11.51s,179.5479558,-23d55m26.84s,-23.9241221,26.4997,0.0538,-0.0537,8.7,0.03,-0.03,6.314,0.021,-0.021,8.38479,0.000407,-0.000407
HD 106315 b,HD 106315,1,2,Transit,2017,K2,0,9.55237,0.00089,-0.00089,0.0,0.0907,0.001,-0.001,0.0,2.44,0.17,-0.17,0.0,0.218,0.015,-0.015,0.0,12.6,3.2,-3.2,0.0,0.03964,0.01007,-0.01007,0.0,Mass,0.093,0.11,-0.068,0.0,240.0,48.0,-43.0,0.0,1153.0,25.0,-25.0,0.0,0,F5 V,6327.0,48.0,-48.0,0.0,1.3,0.06,-0.06,0.0,1.09,0.04,-0.04,0.0,-0.311,0.079,-0.079,0.0,[Fe/H],4.25,0.04,-0.04,0.0,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.353,0.691,-0.681,8.951,0.003,-0.003,7.853,0.02,-0.02,8.88841,0.000251,-0.000251
HD 108236 b,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.795963,2.5e-05,-3.4e-05,0.0,0.04527,0.00096,-0.00088,0.0,1.615,0.051,-0.051,0.0,0.144,0.005,-0.005,0.0,3.24,,,0.0,0.0102,,,0.0,M-R relationship,0.045,0.039,-0.033,0.0,312.18,,,0.0,1099.0,19.0,-18.0,0.0,0,G3 V,5660.0,61.0,-61.0,0.0,0.88,0.01,-0.01,0.0,0.87,0.05,-0.05,0.0,-0.28,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978,0.1943,-0.1932,9.25,0.03,-0.03,7.637,0.031,-0.031,9.08745,0.000157,-0.000157
HD 108236 c,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,6.203449,4.9e-05,-4.6e-05,0.0,0.062,0.0012,-0.0012,0.0,2.071,0.052,-0.052,0.0,0.185,0.005,-0.005,0.0,4.94,,,0.0,0.0155,,,0.0,M-R relationship,0.034,0.042,-0.025,0.0,162.17,,,0.0,932.0,17.0,-16.0,0.0,0,G3 V,5660.0,61.0,-61.0,0.0,0.88,0.01,-0.01,0.0,0.87,0.05,-0.05,0.0,-0.28,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978,0.1943,-0.1932,9.25,0.03,-0.03,7.637,0.031,-0.031,9.08745,0.000157,-0.000157
HD 108236 d,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,14.175685,8.3e-05,-0.0001,0.0,0.1074,0.0023,-0.0023,0.0,2.539,0.062,-0.065,0.0,0.227,0.006,-0.006,0.0,6.98,,,0.0,0.022,,,0.0,M-R relationship,0.055,0.038,-0.035,0.0,53.88,,,0.0,708.0,13.0,-12.0,0.0,0,G3 V,5660.0,61.0,-61.0,0.0,0.88,0.01,-0.01,0.0,0.87,0.05,-0.05,0.0,-0.28,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978,0.1943,-0.1932,9.25,0.03,-0.03,7.637,0.031,-0.031,9.08745,0.000157,-0.000157
HD 108236 e,HD 108236,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,19.590025,8.3e-05,-8.9e-05,0.0,0.1367,0.0022,-0.002,0.0,3.083,0.052,-0.052,0.0,0.275,0.005,-0.005,0.0,9.71,,,0.0,0.0306,,,0.0,M-R relationship,0.058,0.032,-0.036,0.0,35.0,,,0.0,636.0,12.0,-11.0,0.0,0,G3 V,5660.0,61.0,-61.0,0.0,0.88,0.01,-0.01,0.0,0.87,0.05,-0.05,0.0,-0.28,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978,0.1943,-0.1932,9.25,0.03,-0.03,7.637,0.031,-0.031,9.08745,0.000157,-0.000157
HD 108236 f,HD 108236,1,5,Transit,2021,CHaracterising ExOPlanets Satellite (CHEOPS),0,29.54115,0.00033,-0.00042,0.0,0.1758,0.0041,-0.0038,0.0,2.017,0.052,-0.057,0.0,0.18,0.005,-0.005,0.0,4.72,,,0.0,0.0149,,,0.0,M-R relationship,0.051,0.036,-0.034,0.0,,,,,,,,,0,G3 V,5660.0,61.0,-61.0,0.0,0.88,0.01,-0.01,0.0,0.87,0.05,-0.05,0.0,-0.28,0.04,-0.04,0.0,[Fe/H],4.49,0.11,-0.11,0.0,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519,64.5978,0.1943,-0.1932,9.25,0.03,-0.03,7.637,0.031,-0.031,9.08745,0.000157,-0.000157
HD 110082 b,HD 110082,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,10.18271,4e-05,-4e-05,0.0,0.113,0.009,-0.013,0.0,3.2,0.1,-0.1,0.0,0.285,0.009,-0.009,0.0,10.3,,,0.0,0.0325,,,0.0,M-R relationship,0.2,0.2,-0.1,0.0,198.39,,,0.0,957.0,,,0.0,0,F8 V,6200.0,100.0,-100.0,0.0,1.19,0.06,-0.06,0.0,1.21,0.06,-0.06,0.0,0.08,0.05,-0.05,0.0,[Fe/H],4.2,0.3,-0.3,0.0,12h50m21.43s,192.5892855,-88d07m16.00s,-88.1211107,105.096,0.266,-0.266,9.23,0.03,-0.03,8.002,0.031,-0.031,9.11523,0.00034,-0.00034
HD 110113 b,HD 110113,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.541,0.0005,-0.001,0.0,0.035,0.001,-0.001,0.0,2.05,0.12,-0.12,0.0,0.183,0.011,-0.011,0.0,4.55,0.62,-0.62,0.0,0.01432,0.00195,-0.00195,0.0,Mass,0.093,0.079,-0.064,0.0,735.49,29.39,-29.39,0.0,1371.0,14.0,-14.0,0.0,0,G,5732.0,50.0,-50.0,0.0,0.97,0.02,-0.02,0.0,1.0,0.06,-0.06,0.0,0.14,0.02,-0.02,0.0,[Fe/H],4.46,0.05,-0.05,0.0,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.307,0.724,-0.715,10.09,0.03,-0.03,8.502,0.024,-0.024,9.91036,0.000452,-0.000452
HD 110113 c,HD 110113,1,2,Radial Velocity,2021,La Silla Observatory,0,6.744,0.008,-0.009,0.0,0.068,0.001,-0.002,0.0,3.23,,,0.0,0.288,,,0.0,10.5,1.2,-1.2,0.0,0.03304,0.00378,-0.00378,0.0,Msini,0.045,0.079,-0.038,0.0,199.9,8.1,-8.1,0.0,990.0,10.0,-10.0,0.0,0,G,5732.0,50.0,-50.0,0.0,0.97,0.02,-0.02,0.0,1.0,0.06,-0.06,0.0,0.14,0.02,-0.02,0.0,[Fe/H],4.46,0.05,-0.05,0.0,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.307,0.724,-0.715,10.09,0.03,-0.03,8.502,0.024,-0.024,9.91036,0.000452,-0.000452
HD 125595 b,HD 125595,1,1,Radial Velocity,2009,La Silla Observatory,0,9.6737,0.0039,-0.0039,0.0,0.08,0.0,0.0,0.0,2.4,,,0.0,0.214,,,0.0,6.3566,3.1783,-3.1783,0.0,0.02,0.01,-0.01,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K4 V,4691.0,166.0,-166.0,0.0,0.74,0.05,-0.05,0.0,0.29,0.25,-0.25,0.0,0.08,,,0.0,[Fe/H],4.17,0.37,-0.37,0.0,14h21m22.42s,215.3434326,-40d23m39.28s,-40.3942443,28.1989,0.0611,-0.0609,9.03,0.03,-0.03,6.447,0.023,-0.023,8.6555,0.000477,-0.000477
HD 134060 b,HD 134060,1,2,Radial Velocity,2019,La Silla Observatory,0,3.2696,0.0001,-0.0001,0.0,0.0444,0.0013,-0.0014,0.0,3.16,,,0.0,0.282,,,0.0,10.1,0.79,-0.75,0.0,0.0318,0.0025,-0.0024,0.0,Msini,0.45,0.04,-0.04,0.0,,,,,,,,,0,G3 IV,5966.0,14.0,-14.0,0.0,1.16,0.01,-0.02,0.0,1.09,,,0.0,0.14,0.01,-0.01,0.0,[Fe/H],4.43,0.03,-0.03,0.0,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,24.0125,0.0204,-0.0203,6.29,0.03,-0.03,4.836,0.026,-0.026,6.13951,0.0005419,-0.0005419
